Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	0.966845
1	Clockticks	8993000000
2	Performance-core (P-core)	8993000000
1	Instructions Retired	36971600000
2	Performance-core (P-core)	36971600000
1	CPI Rate	0.243241
2	Performance-core (P-core)	0.243241
1	Performance-core (P-core)	
2	Retiring	46.6
3	Light Operations	43.4
4	FP Arithmetic	9.9
5	FP x87	0.0
5	FP Scalar	9.9
5	FP Vector	0.0
6	128-bit FP Vector	0.0
6	256-bit FP Vector	0.0
4	Integer Operations	0.1
5	128-bit Integer Vector Operations	0.1
5	256-bit Vector Operations	0.0
4	Memory Operations	26.5
4	Fused Instructions	10.3
4	Non Fused Branches	0.5
4	Other	0.0
5	Nop Instructions	0.3
5	Shuffles_256b	0.0
3	Heavy Operations	3.2
4	Few Uops Instructions	2.8
4	Microcode Sequencer	0.4
5	Assists	0.0
6	Page Faults	0.0
6	FP Assists	0.0
6	AVX Assists	0.0
5	CISC	0.4
2	Front-End Bound	6.6
3	Front-End Latency	1.2
4	ICache Misses	0.0
5	Code L2 Hit	0.0
5	Code L2 Miss	0.0
4	ITLB Misses	0.0
5	Code STLB Hit	0.0
5	Code STLB Miss	0.1
6	Code STLB Miss 4K	0.0
6	Code STLB Miss 2M	0.0
4	Branch Resteers	0.5
5	Mispredicts Resteers	0.2
5	Clears Resteers	0.3
5	Unknown Branches	0.0
4	MS Switches	0.0
4	Length Changing Prefixes	0.0
4	DSB Switches	0.4
3	Front-End Bandwidth	5.3
4	Front-End Bandwidth MITE	0.8
5	Decoder-0 Alone	0.3
4	Front-End Bandwidth DSB	12.4
4	Front-End Bandwidth LSD	1.4
4	MS	100.0
4	(Info) DSB Coverage	76.5
4	(Info) LSD Coverage	18.3
4	(Info) DSB Misses	48.8
2	Bad Speculation	21.6
3	Branch Mispredict	7.5
4	Other Mispredicts	4.5
3	Machine Clears	14.1
4	Other Nukes	14.1
2	Back-End Bound	25.2
3	Memory Bound	11.1
4	L1 Bound	6.6
5	DTLB Overhead	6.0
6	Load STLB Hit	5.7
6	Load STLB Miss	0.2
7	Load STLB Miss 4K	0.0
7	Load STLB Miss 2M	0.0
7	Load STLB Miss 1G	0.0
5	Loads Blocked by Store Forwarding	0.0
5	L1 Latency Dependency	48.0
