Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	0.830021
1	Clockticks	8952200000
2	Performance-core (P-core)	8952200000
1	Instructions Retired	36958000000
2	Performance-core (P-core)	36958000000
1	CPI Rate	0.242226
2	Performance-core (P-core)	0.242226
1	Performance-core (P-core)	
2	Retiring	62.6
3	Light Operations	59.4
4	FP Arithmetic	7.6
5	FP x87	0.0
5	FP Scalar	7.6
5	FP Vector	0.0
6	128-bit FP Vector	0.0
6	256-bit FP Vector	0.0
4	Integer Operations	0.1
5	128-bit Integer Vector Operations	0.1
5	256-bit Vector Operations	0.0
4	Memory Operations	27.5
4	Fused Instructions	10.8
4	Non Fused Branches	0.5
4	Other	13.0
5	Nop Instructions	0.2
5	Shuffles_256b	0.0
3	Heavy Operations	3.3
4	Few Uops Instructions	2.8
4	Microcode Sequencer	0.4
5	Assists	0.0
6	Page Faults	0.0
6	FP Assists	0.0
6	AVX Assists	0.0
5	CISC	0.4
2	Front-End Bound	6.1
3	Front-End Latency	1.2
4	ICache Misses	0.0
5	Code L2 Hit	0.0
5	Code L2 Miss	0.0
4	ITLB Misses	0.0
5	Code STLB Hit	0.0
5	Code STLB Miss	0.1
6	Code STLB Miss 4K	0.0
6	Code STLB Miss 2M	0.0
4	Branch Resteers	0.6
5	Mispredicts Resteers	0.8
5	Clears Resteers	0.0
5	Unknown Branches	0.0
4	MS Switches	0.0
4	Length Changing Prefixes	0.0
4	DSB Switches	0.4
3	Front-End Bandwidth	4.8
4	Front-End Bandwidth MITE	0.8
5	Decoder-0 Alone	0.3
4	Front-End Bandwidth DSB	12.1
4	Front-End Bandwidth LSD	0.3
4	MS	100.0
4	(Info) DSB Coverage	78.5
4	(Info) LSD Coverage	13.7
4	(Info) DSB Misses	44.4
2	Bad Speculation	5.2
3	Branch Mispredict	6.4
4	Other Mispredicts	0.0
3	Machine Clears	0.0
4	Other Nukes	0.0
2	Back-End Bound	26.1
3	Memory Bound	8.1
4	L1 Bound	4.2
5	DTLB Overhead	6.6
6	Load STLB Hit	6.4
6	Load STLB Miss	0.2
7	Load STLB Miss 4K	0.0
7	Load STLB Miss 2M	0.0
7	Load STLB Miss 1G	0.0
5	Loads Blocked by Store Forwarding	0.0
5	L1 Latency Dependency	46.8
5	Lock Latency	0.0
5	Split Loads	0.0
5	FB Full	3.0
4	L2 Bound	0.5
5	L2 Hit Latency	14.8
4	L3 Bound	0.2
5	Contested Accesses	0.0
5	Data Sharing	0.0
5	L3 Latency	0.0
5	SQ Full	0.0
4	DRAM Bound	1.0
5	Memory Bandwidth	1.7
5	Memory Latency	6.3
4	Store Bound	0.2
5	Store Latency	1.2
5	False Sharing	0.0
5	Split Stores	0.0
5	Streaming Stores	0.0
5	DTLB Store Overhead	2.0
6	Store STLB Hit	0.2
6	Store STLB Miss	1.8
7	Store STLB Miss 4K	1.8
7	Store STLB Miss 2M	0.0
7	Store STLB Miss 1G	0.0
3	Core Bound	18.0
4	Divider	0.0
5	FP Divider	0.0
5	INT Divider	0.0
4	Serializing Operations	1.9
5	Slow Pause	0.0
5	C01 Wait	0.0
5	C02 Wait	0.0
5	Memory Fence	0.0
4	Port Utilization	15.8
5	Cycles of 0 Ports Utilized	0.1
6	Mixing Vectors	0.0
5	Cycles of 1 Port Utilized	4.9
5	Cycles of 2 Ports Utilized	4.5
5	Cycles of 3+ Ports Utilized	73.3
6	ALU Operation Utilization	38.1
7	Port 0	47.8
7	Port 1	25.1
7	Port 6	55.3
6	Load Operation Utilization	55.0
6	Store Operation Utilization	5.7
5	Vector Capacity Usage (FPU)	6.2
1	Efficient-core (E-core)	
2	Retiring	0.0
3	General Retirement	0.0
4	FP Arithmetic	0.0
4	Other	0.0
3	Microcode Sequencer	0.0
2	Front-End Bound	0.0
3	Front-End Latency	0.0
4	ICache Misses	0.0
4	ITLB Misses	0.0
4	BACLEARS	0.0
4	Branch Resteers	0.0
3	Front-End Bandwidth	0.0
4	Cisc	0.0
