Hierarchy Level	Metric Name	Metric Value
0	Elapsed Time	0.875775
1	Clockticks	9047400000
2	Performance-core (P-core)	9044000000
1	Instructions Retired	36951200000
2	Performance-core (P-core)	36951200000
1	CPI Rate	0.244847
2	Performance-core (P-core)	0.244755
1	Performance-core (P-core)	
2	Retiring	60.0
3	Light Operations	56.7
4	FP Arithmetic	6.8
5	FP x87	0.0
5	FP Scalar	6.8
5	FP Vector	0.0
6	128-bit FP Vector	0.0
6	256-bit FP Vector	0.0
4	Integer Operations	0.2
5	128-bit Integer Vector Operations	0.2
5	256-bit Vector Operations	0.0
4	Memory Operations	25.5
4	Fused Instructions	9.9
4	Non Fused Branches	0.8
4	Other	13.4
5	Nop Instructions	0.1
5	Shuffles_256b	0.0
3	Heavy Operations	3.3
4	Few Uops Instructions	2.7
4	Microcode Sequencer	0.5
5	Assists	0.0
6	Page Faults	0.0
6	FP Assists	0.0
6	AVX Assists	0.0
5	CISC	0.5
2	Front-End Bound	7.7
3	Front-End Latency	0.7
4	ICache Misses	0.3
5	Code L2 Hit	0.3
5	Code L2 Miss	0.0
4	ITLB Misses	0.1
5	Code STLB Hit	0.0
5	Code STLB Miss	0.1
6	Code STLB Miss 4K	0.0
6	Code STLB Miss 2M	0.0
4	Branch Resteers	0.7
5	Mispredicts Resteers	0.8
5	Clears Resteers	0.0
5	Unknown Branches	0.0
4	MS Switches	0.0
4	Length Changing Prefixes	0.0
4	DSB Switches	0.9
3	Front-End Bandwidth	7.0
4	Front-End Bandwidth MITE	1.4
5	Decoder-0 Alone	0.3
4	Front-End Bandwidth DSB	12.1
4	Front-End Bandwidth LSD	0.8
4	MS	100.0
4	(Info) DSB Coverage	56.7
4	(Info) LSD Coverage	15.6
4	(Info) DSB Misses	34.4
2	Bad Speculation	5.5
3	Branch Mispredict	6.8
4	Other Mispredicts	0.0
3	Machine Clears	0.0
4	Other Nukes	0.0
2	Back-End Bound	26.8
3	Memory Bound	7.7
4	L1 Bound	5.9
5	DTLB Overhead	6.6
6	Load STLB Hit	6.4
6	Load STLB Miss	0.2
7	Load STLB Miss 4K	0.0
7	Load STLB Miss 2M	0.0
7	Load STLB Miss 1G	0.0
5	Loads Blocked by Store Forwarding	0.0
5	L1 Latency Dependency	76.8
5	Lock Latency	0.0
5	Split Loads	0.0
5	FB Full	0.8
4	L2 Bound	0.3
5	L2 Hit Latency	10.4
4	L3 Bound	0.5
5	Contested Accesses	0.0
5	Data Sharing	0.0
5	L3 Latency	0.0
5	SQ Full	0.0
4	DRAM Bound	0.3
5	Memory Bandwidth	3.8
5	Memory Latency	5.2
4	Store Bound	2.2
5	Store Latency	3.8
5	False Sharing	0.0
5	Split Stores	0.0
5	Streaming Stores	0.0
5	DTLB Store Overhead	1.1
6	Store STLB Hit	0.2
6	Store STLB Miss	0.9
7	Store STLB Miss 4K	0.0
7	Store STLB Miss 2M	0.0
7	Store STLB Miss 1G	0.0
3	Core Bound	19.1
4	Divider	0.0
5	FP Divider	0.0
5	INT Divider	0.0
4	Serializing Operations	3.1
5	Slow Pause	0.0
5	C01 Wait	0.0
5	C02 Wait	0.0
5	Memory Fence	0.0
4	Port Utilization	17.3
5	Cycles of 0 Ports Utilized	0.1
6	Mixing Vectors	0.0
5	Cycles of 1 Port Utilized	5.9
5	Cycles of 2 Ports Utilized	5.9
5	Cycles of 3+ Ports Utilized	72.3
6	ALU Operation Utilization	38.1
7	Port 0	47.7
7	Port 1	26.6
7	Port 6	54.6
6	Load Operation Utilization	53.2
6	Store Operation Utilization	7.7
5	Vector Capacity Usage (FPU)	6.2
1	Efficient-core (E-core)	
2	Retiring	0.0
3	General Retirement	0.0
4	FP Arithmetic	0.0
4	Other	0.0
3	Microcode Sequencer	0.0
2	Front-End Bound	0.0
3	Front-End Latency	0.0
4	ICache Misses	0.0
4	ITLB Misses	0.0
4	BACLEARS	0.0
4	Branch Resteers	0.0
3	Front-End Bandwidth	0.0
4	Cisc	0.0
4	Decode	0.0
4	Pre-Decode Wrong	0.0
4	Front-End Other	0.0
2	Bad Speculation	100.0
3	Branch Mispredict	0.0
3	Machine Clears	0.0
4	Machine Clear	0.0
5	SMC Machine Clear	0.0
5	Machine Ordering	0.0
5	FP Assists	0.0
5	Disambiguation	0.0
5	Page Faults	0.0
4	Fast Machine Clears	0.0
2	Back-End Bound	0.0
3	Core Bound	0.0
3	Memory Bound	0.0
4	Store Bound	0.0
4	L1 Bound	0.0
5	Loads Blocked by Store Forwarding	0.0
5	Load STLB Hit	0.0
5	Load STLB Miss	0.0
5	Other L1	0.0
4	L2 Bound	0.0
4	L3 Bound	0.0
4	DRAM Bound	0.0
4	Other Load Store	0.0
2	Back-End Bound Auxiliary	0.0
3	Resource Bound	0.0
4	Memory Scheduler	0.0
5	ST Buffer	0.0
5	LD Buffer	0.0
5	RSV	0.0
4	Non-memory Scheduler	0.0
4	Register	0.0
4	Full Re-order Buffer (ROB)	0.0
4	Allocation Restriction	0.0
4	Serializing Operations	0.0
1	Average CPU Frequency	5759489116.702343
1	Total Thread Count	7
1	Paused Time	0.0
0	Effective Physical Core Utilization	8.9% (1.788 out of 20)
1	Effective Logical Core Utilization	6.4% (1.794 out of 28)
0	Collection and Platform Info	
1	Application Command Line	taskset "-c" "0-15" "./bin/mean" "3" "6" 
1	Operating System	6.17.0-14-generic DISTRIB_ID=Ubuntu DISTRIB_RELEASE=24.04 DISTRIB_CODENAME=noble DISTRIB_DESCRIPTION="Ubuntu 24.04.4 LTS"
1	Computer Name	abdulkadirt
1	Result Size	17349752
1	Collection start time	09:59:31 12/03/2026 UTC
1	Collection stop time	09:59:32 12/03/2026 UTC
1	Collector Type	Driverless Perf system-wide sampling
1	CPU	
2	Name	Intel(R) microarchitecture code named Raptorlake-DT
2	Frequency	3417599893
2	Logical CPU Count	28
2	Cache Allocation Technology	
3	Level 2 capability	not detected
3	Level 3 capability	not detected
